text,id_str
Adam Schiff is a Corrupt Politician! https://t.co/16aSrqjwu2,1186101103676526592
Congratulations Barbara! https://t.co/0cYrjL1YOj,1186099074371596288
“To the Democrats Impeachment is partisan politics dressed up as principle.” @SteveHiltonx @FoxNews,1186096913520693248
So interesting that when I announced Trump National Doral in Miami would be used for the hosting of the G-7 and then rescinded due to Do Nothing Democrat/Fake News Anger very few in Media mentioned that NO PROFITS would be taken or would be given FREE if legally permissible!,1186049749989892105
This Scam going on right now by the Democrats against the Republican Party and me was all about a perfect phone call I had with the Ukrainian President. He’s already stated NO PRESSURE! Where is the Whistleblower or the 2nd Whistleblower or the “informant?” All gone.....,1186035684525727744
....because their so-called story didn’t come even close to matching up with the exact transcript of the phone call. Was it a Corrupt Adam Schiff con? Why didn’t the IG see this? When do we depose Shifty Schiff to find out why he fraudulently made up my phone call and read this..,1186035685163257857
....fiction to Congress and the American People?  I demand his deposition. He is a fraud just like the Russia Hoax was and the Ukraine Hoax is now. When do the Do Nothing Democrats pay a price for what they are doing to our Country &amp; when do the Republicans finally fight back?,1186035686396321793
Pelosi is now leading a delegation of 9 including Corrupt Adam Schiff to Jordan to check out Syria. She should find out why Obama drew The Red Line In the Sand &amp; then did NOTHING losing Syria &amp; all respect. I did something 58 missiles. One million died under Obama’s mistake!,1186016354572353536
https://t.co/dNfXkc8uUG,1185956197624619008
https://t.co/kNVQf6JdIL,1185956149008490496
“The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being resettled with Kurds. U.S. soldiers are not in combat or ceasefire zone. We have secured the Oil.” Mark Esper Secretary of Defense. Ending endless wars!,1185934502906007552
Mark Esperanto Secretary of Defense “The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being resettled with the Kurds.” USA soldiers are not in combat or ceasefire zones. We have secured the Oil. Bringing soldiers home!,1185907415499378690
The WALL is making a very big difference. Even Dems in area are happy! https://t.co/NDzq2oIsHV,1185899575669919745
https://t.co/kNVQf6JdIL,1185759188040978432
So now Crooked Hillary is at it again! She is calling Congresswoman Tulsi Gabbard “a Russian favorite” and Jill Stein “a Russian asset.” As you may have heard I was called a big Russia lover also (actually I do like Russian people. I like all people!). Hillary’s gone Crazy!,1185747939257397248
Never give up. We are doing GREAT! We are WINNING! https://t.co/MKDn5WStFU,1185738277376184320
....Therefore based on both Media &amp; Democrat Crazed and Irrational Hostility we will no longer consider Trump National Doral Miami as the Host Site for the G-7 in 2020. We will begin the search for another site including the possibility of Camp David immediately. Thank you!,1185735579327193093
https://t.co/dNfXkc8uUG,1185729537230938112
I thought I was doing something very good for our Country by using Trump National Doral in Miami for hosting the G-7 Leaders. It is big grand on hundreds of acres next to MIAMI INTERNATIONAL AIRPORT has tremendous ballrooms &amp; meeting rooms and each delegation would have...,1185726930764611589
.....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willing to do it at NO PROFIT or if legally permissible at ZERO COST to the USA. But as usual the Hostile Media &amp; their Democrat Partners went CRAZY!,1185726931611852802
“The President never told me to withhold any money until the Ukrainians did anything related to the server. The only reason we were holding the money was because of concern about LACK OF SUPPORT FROM OTHER NATIONS and CONCERNS OVER CORRUPTION.” Yesterday’s Mick Mulvaney statement,1185699151708901376
See you there! https://t.co/msBoZ1TbNX,1185683791639187459
https://t.co/yvsGhK5N9X,1185665748800299009
Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate Jill Stein a “Russian Asset.” They need a Green Party more than ever after looking at the Democrats disastrous environmental program!,1185643744932106240
It is ONLY about this! https://t.co/ZB5xPDKs4b,1185637489471565824
Just another FAKE SUPPRESSION POLL this time from @FoxNews of course! https://t.co/x8lYVE7QCo,1185635727645839363
.@RepMcClintock  Thank you Tom. Great interview on @TeamCavuto! @FoxNews,1185610478325784577
A Great Book by Kimberley Strassel! https://t.co/TOQcUDmnAR,1185607384963661825
“I don’t see anything that constitutes an Impeachable offense - Nothing here rises to the level of Impeachment. The Democrats are making a mistake with this secrecy.” Kenn Starr former Special Prosecutor,1185601988811284483
Thank you very much. Working hard! https://t.co/z8dgzQxkVC,1185586107653804033
I agree! https://t.co/mxKKg98NvO,1185585875318644737
Texas is great! https://t.co/aJSyPSHJfw,1185580161305059328
There has never been a greater fraud on Congress. Shifty Schiff is Corrupt. Go Andy! https://t.co/yw57NhKpG2,1185577234641379328
Such a disgrace that the Do Nothing Democrats are doing just as their name suggests Doing Nothing! USMCA anyone?,1185574689156059141
#StopTheCoup,1185534210196627456
Susan Rice who was a disaster to President Obama as National Security Advisor is now telling us her opinion on what to do in Syria. Remember RED LINE IN THE SAND? That was Obama. Millions killed! No thanks Susan you were a disaster.,1185389914470473729
Pelosi and Impeachment - There have already been 3 Votes and they’ve all failed miserably. Here’s why there may not be a fourth - 137 Democrats voted against on the last vote.” @JasonChaffetz  @seanhannity  Many of those voting in favor will be beaten in 2020!,1185379196203421696
Congressman Michael McCaul “Schiff’s inquiry defies Democracy.” @FoxNews @seanhannity,1185375708559876098
“Because the House has already voted against the Impeachment Proceeding the current inquiry is totally invalid. The current sham of a so-called investigation is nothing more than an unconstitutional power grab. It needs to end.”  @JasonChaffetz  @seanhannity  Corrupt Adam Schiff,1185374394350215169
Corrupt Congressman Adam Schiff is angry that Ambassadors that he thought would be good for his fraudulent Witch Hunt are turning out to be good for me - some really good! He’s got all meetings locked down no transparency only his illegal leaks. A very dishonest sleazebag!,1185367080780156930
REPUBLICANS MUST STICK TOGETHER AND FIGHT! https://t.co/chnSNURfFx,1185339160858648576
https://t.co/Q2ar4LZGM4,1185337032429789184
Think of how many lives we saved in Syria and Turkey by getting a ceasefire yesterday. Thousands and thousands and maybe many more!,1185336214049689600
https://t.co/p5imhMJqS1,1185324474775887874
....He is also my friend! At the same time I am pleased to nominate Deputy Secretary Dan Brouillette to be the new Secretary of Energy. Dan’s experience in the sector is unparalleled. A total professional I have no doubt that Dan will do a great job!,1185277957436248065
I want to thank Secretary of Energy Rick Perry for the outstanding job he has done. He will be leaving at the end of the year to pursue other interests. Rick was a great Governor of Texas and a great Secretary of Energy....,1185277956551254018
Can you believe I am doing this important work for our Country and have to deal with Corrupt Adam Schiff and the Do Nothing Democrats at the same time? It was not intended to be this way for a President!,1185221926991609862
DEFEAT TERRORISM! https://t.co/8WbnLPgWIK,1185220552254017537
Just spoke to President @RTErdogan of Turkey. He told me there was minor sniper and mortar fire that was quickly eliminated. He very much wants the ceasefire or pause to work. Likewise the Kurds want it and the ultimate solution to happen. Too bad there wasn’t.....,1185219641972539392
.....this thinking years ago. Instead it was always held together with very weak bandaids &amp; in an artificial manner. There is good will on both sides &amp; a really good chance for success. The U.S. has secured the Oil &amp; the ISIS Fighters are double secured by Kurds &amp; Turkey....,1185219642668867585
....I have just been notified that some European Nations are now willing for the first time to take the ISIS Fighters that came from their nations. This is good news but should have been done after WE captured them. Anyway big progress being made!!!!,1185219643432230913
The USA! https://t.co/Zdj3Lyo76H,1185181219086127105
Democrats are now the party of high taxes high crime open borders late-term abortion socialism and blatant corruption. The Republican Party is the party of the American Worker the American Family and the American Dream! #KAG2020 https://t.co/qXB198T5cM,1185037614685904896
Tonight we forcefully condemn the blatant corruption of the Democrat Party the Fake News Media and the rogue bureaucrats of the Deep State. The only message these radicals will understand is a crushing defeat on November 3 2020! #KAG2020 https://t.co/QW1Rk99O4b,1185029472132698113
The radical left tolerates no dissent it permits no opposition it accepts no compromise and it has absolutely no respect for the will of the American People. They are coming after me because I am fighting for YOU! #TrumpRallyDallas #KAG2020 https://t.co/OthKwS1bud,1185026994993451008
Thank you Dallas Texas - I love you! #TrumpRallyDallas #KAG2020 https://t.co/meWpesDYeM,1185019331018665985
Just arrived at the American Airlines Center in Dallas Texas. Will be out shortly as we wait for more of you to get in! #TRUMP2020 https://t.co/TB2baAFoBK,1184987864125321216
See you soon Dallas Texas! https://t.co/Sg6xtp1vqQ,1184973040150614016
This is a great day for civilization. I am proud of the United States for sticking by me in following a necessary but somewhat unconventional path. People have been trying to make this “Deal” for many years. Millions of lives will be saved. Congratulations to ALL!,1184895160871571456
This deal could NEVER have been made 3 days ago. There needed to be some “tough” love in order to get it done. Great for everybody. Proud of all!,1184892687587012608
Great news out of Turkey. News Conference shortly with @VP and @SecPompeo. Thank you to @RTErdogan. Millions of lives will be saved!,1184884179751731200
This number based on the Economy &amp; how well our Country is doing would potentially be 75% if not for the Fake News &amp; Phony Witch Hunt. 95% Approval Rating in the Republican Party! https://t.co/GFLxcNJOkk,1184877410946187264
As the Witch Hunt continues! https://t.co/klvvwSXq7M,1184848482844250113
The Greatest Witch Hunt in American History! https://t.co/sPnloffJMT,1184820057001598976
My warmest condolences to the family and many friends of Congressman Elijah Cummings. I got to see first hand the strength passion and wisdom of this highly respected political leader. His work and voice on so many fronts will be very hard if not impossible to replace!,1184815052546809862
This is the real story. Thank you Jim! https://t.co/VqJrsUJdiX,1184799768964456448
I am the only person who can fight for the safety of our troops &amp; bring them home from the ridiculous &amp; costly Endless Wars and be scorned. Democrats always liked that position until I took it. Democrats always liked Walls until I built them. Do you see what’s happening here?,1184690356027297793
“About 500000 human beings were killed in Syria while Barack Obama was president &amp; leading for a “political settlement” to that civil war. Media has been more outraged in the last 72 hours over our Syria policy than they were at any point during 7 years of slaughter.” BuckSexton,1184687862090010624
https://t.co/ZtCSrCqJcN,1184656977638711296
Hope all House Republicans and honest House Democrats will vote to CENSURE Rep. Adam Schiff tomorrow for his brazen and unlawful act of fabricating (making up) a totally phony conversation with the Ukraine President and U.S. President me. Most have never seen such a thing!,1184638812150009858
Years of BAD GOVERNMENT such a sorry thing to see! https://t.co/H1r2Be2YS6,1184637926212341760
“What has happened here with the Anthony Wiener laptop the Server all of the Emails between Huma Abedin and Hillary Clinton the deleted Clinton Emails - what is going on?” @LouDobbs  Joe D &amp; Victoria T!,1184634725677314050
THANK YOU you Dallas Texas. See you tomorrow night at the American Airlines Center! #TRUMP2020 https://t.co/fbtzlbroQi,1184631273454817280
“This President is the most patriotic President I’ve seen in many years. He is going to do what is good for Americans.”  Congressman Brian Babin Texas. Thank you Brian!,1184623216742014977
Nancy Pelosi needs help fast! There is either something wrong with her “upstairs” or she just plain doesn’t like our great Country. She had a total meltdown in the White House today. It was very sad to watch. Pray for her she is a very sick person!,1184620202480193537
The Do Nothing Democrats Pelosi and Schumer stormed out of the Cabinet Room! https://t.co/hmP4FNhemv,1184600576245583873
Nervous Nancy's unhinged meltdown! https://t.co/RDeUI7sfe7,1184597281808498688
Do you think they like me? https://t.co/TDmUnJ8HtF,1184595335794036737
I’m fighting for the American people but the Democrats’ sole focus is fighting against ME with their fraudulent Witch Hunt. Go to https://t.co/Dt42WogFxM and tell Democrats in Congress that Enough is Enough!,1184594674541121537
FAKE NEWS! https://t.co/ta8ii8yetP,1184579045138337794
THANK YOU WORKING HARD! https://t.co/sNUppjB4Xm,1184576819309228034
https://t.co/O8E3i8kJwS,1184552942545920005
Guatemala Honduras &amp; El Salvador have all signed historic Asylum Cooperation Agreements and are working to end the scourge of human smuggling. To further accelerate this progress the U.S. will shortly be approving targeted assistance in the areas of law enforcement &amp; security.,1184540536134406144
Senator Rand Paul just wrote a great book “The Case Against Socialism” which is now out. Highly recommended – as America was founded on LIBERTY &amp; INDEPENDENCE – not government coercion domination &amp; control. We were born free and will stay free as long as I am your President!,1184530879999348739
Republicans are totally deprived of their rights in this Impeachment Witch Hunt. No lawyers no questions no transparency! The good news is that the Radical Left Dems have No Case. It is all based on their Fraud and Fabrication!,1184435422346305537
Our record Economy would CRASH just like in 1929 if any of those clowns became President!,1184431250066624512
95% Approval Rating in the Republican Party. Thank you! Just won two Congressional Seats in North Carolina  &amp; a Governors runoff in Louisiana which Republicans should now win! Because of Impeachment Fraud we will easily take back the House add in the Senate &amp; again win Pres!,1184430253541859328
“What is happening to President Trump with Impeachment is a Constitutional Travesty.” @GrahamLedger  The likes of which we have never seen before. It is Adam Schiff and Nancy Pelosi who should be impeached for fraud!,1184427310935609345
You would think there is NO WAY that any of the Democrat Candidates that we witnessed last night could possibly become President of the United States. Now you see why they have no choice but to push a totally illegal &amp; absurd Impeachment of one of the most successful Presidents!,1184426268177129472
We now have the greatest Economy in history! https://t.co/8fLOejOpxH,1184308485237948416
A great group of Champions! https://t.co/A2ux83427l,1184307214623875072
Looks good to me! https://t.co/3aHn7y3ZxI,1184306888864874496
Shifty Adam Schiff wants to rest his entire case on a Whistleblower who he now says can’t testify &amp; the reason he can’t testify is that he is afraid to do so because his account of the Presidential telephone call is a fraud &amp; totally different from the actual transcribed call...,1184293357121613824
.... It also brings Shifty’s fraudulent MADE UP CALL which he read to the United States Congress pretending it to be the words of President Trump which they were not! Nancy Pelosi is involved in this fraud in that she confirmed his fraudulent words on @GMA and much more!,1184293357755011072
https://t.co/Kj1LtwYSXa https://t.co/YgXImlvOYd,1184236083346919425
The @StLouisBlues amazing comeback reminds us to never give up – and never lose faith. When you work hard support each other believe in yourself and give it everything you’ve got victory is always within reach! #STLBlues https://t.co/QeF54kqUak,1184198558007869440
Congratulations @StLouisBlues! https://t.co/WjlWYFuiE6,1184196970212139010
Now that we have found out that @CNN is a virtual fraud rumor has it that Jeff Zucker will be resigining momentarily?,1184168291775995904
Join me in Dallas Texas this Thursday (October 17th) at the American Airlines Center! #KAG2020Tickets: https://t.co/DBmvgoQSTX https://t.co/cIuZfcj5EI,1184147319480041473
Mississippi there is a VERY important election for Governor on November 5th. I need you to Get Out and Vote for our Great Republican nominee @TateReeves. Tate is strong on Crime tough on Illegal Immigration and will protect your Second Amendment....,1184136158860730369
....He loves our Military and supports our Vets! Get out and Vote for Tate Reeves on November 5th. He has my Complete and Total Endorsement!,1184136159724740609
Just out: MEDIAN HOUSEHOLD INCOME IS AT THE HIGHEST POINT EVER EVER EVER! How about saying it this way IN THE HISTORY OF OUR COUNTRY! Also MORE PEOPLE WORKING TODAY IN THE USA THAN AT ANY TIME IN HISTORY! Tough numbers for the Radical Left Democrats to beat! Impeach the Pres.,1184129825231069184
Governor @MattBevin has done a wonderful job for the people of Kentucky! He continues to protect your very important Second Amendment. Matt is Strong on Crime and the Border he Loves our Great Vets and Military. Matt has my Complete and Total Endorsement and always has!,1184129465070297090
Hunter Biden was really bad on @GMA. Now Sleepy Joe has real problems! Reminds me of Crooked Hillary and her 33000 deleted Emails not recoverable!,1184125314147983361
Democrats are allowing no transparency at the Witch Hunt hearings. If Republicans ever did this they would be excoriated by the Fake News. Let the facts come out from the charade of people most of whom I do not know they are interviewing for 9 hours each not selective leaks.,1184101618901540864
“Project Veritas-Obtained Undercover Videos Highlight Jeff Zucker’s (@CNN) Campaign To Destroy Trump. Videos Reveal @CNN’s BIAS!” @TuckerCarlson @FoxNews Does this sound like a good or even great lawsuit?,1183908206088728576
A big scandal at @ABC News. They got caught using really gruesome FAKE footage of the Turks bombing in Syria. A real disgrace. Tomorrow they will ask softball questions to Sleepy Joe Biden’s son Hunter like why did Ukraine &amp; China pay you millions when you knew nothing? Payoff?,1183900672892309505
Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcript. Also the second Whistleblower is no longer even mentioned!,1183899559124189184
Shifty Schiff now seems to think they don’t need the Whistleblower who started the whole Scam. The reason is that the Whistleblower has lost all credibility because the story is so far from the facts on the Transcrpt. Also the second Whistleblower is no longer even mentioned!,1183898080934055936
"The House gone rogue! I want to remind you a little bit about the ring leader in this whole rogue operation against the President of the United States..." @MarkLevinShow https://t.co/EkXsaR9GPh,1183873633057476609
"It doesn't speak for the FULL HOUSE because the FULL HOUSE hasn't spoken. The Democrat Party is pushing this Impeachment. This is a Democrat Party Impeachment as I have been saying a silent COUP effort." @MarkLevinShow https://t.co/sA9EgI2yBL,1183869954640228352
"The Democrat Party has hijacked the House of Representatives..." @MarkLevinShow https://t.co/SZhfmhzec2,1183869189049737217
Statement from President Donald J. Trump Regarding Turkey’s Actions in Northeast Syria https://t.co/ZCQC7nzmME,1183833640507269120
Some people want the United States to protect the 7000 mile away Border of Syria presided over by Bashar al-Assad our enemy. At the same time Syria and whoever they chose to help wants naturally to protect the Kurds....,1183823969197146115
....I would much rather focus on our Southern Border which abuts and is part of the United States of America. And by the way numbers are way down and the WALL is being built!,1183823970979713024
....and Assad to protect the land of our enemy? Anyone who wants to assist Syria in protecting the Kurds is good with me whether it is Russia China or Napoleon Bonaparte. I hope they all do great we are 7000 miles away!,1183822494031065088
After defeating 100% of the ISIS Caliphate I largely moved our troops out of Syria. Let Syria and Assad protect the Kurds and fight Turkey for their own land. I said to my Generals why should we be fighting for Syria....,1183822488192671745
“To his credit the Europeans didn't step up to deal with this ISIS problem – it’s a lot of the reason why we are in this situation today. Now Angela Merkel of Germany is finally stepping up and telling Turkey to back off....,1183821342455586818
....Don't the Europeans have a lot of responsibility?” @KatiePavlich Thank you Katie I offered ISIS prisoners to the European countries from where they came and was rejected on numerous occasions. They probably figured that the U.S. would bear the tremendous cost as always!,1183821343420289030
Great new book "Resistance (At All Costs): How Trump Haters Are Breaking America" out by Kimberley Strassel of the Wall Street Journal. Kim has treated us fairly and for that I am very appreciative. Check it out today it is great!,1183819526753980416
....of the correction which they knew about full well! “Fox News Pollster Braun Research Misrepresented Impeachment Poll: Analysis” @NYPost,1183818843464065024
The Fox Impeachment poll has turned out to be incorrect. This was announced on Friday. Despite this the Corrupt New York Times used this poll in one of its stories no mention....,1183818841941565441
America First!,1183796209942695938
Wow! Hunter Biden is being forced to leave a Chinese Company. Now watch the Fake News wrap their greasy and very protective arms around him. Only softball questions of him please!,1183779243588763649
https://t.co/Q6NhPEz2Qv,1183778969725865985
Will be looking into the Scott Hapgood case and the Island of Anguilla. Something looks and sounds very wrong. I know Anguilla will want to see this case be properly and justly resolved! @foxandfriends @SteveDucey  @ainsleyearhardt,1183744344794320896
Vote for good guy @seanspicer tonight on Dancing With The Stars. He has always been there for us!,1183722535961202689
https://t.co/09bac03RX6,1183720665691709445
https://t.co/kDd9fzjPAh,1183717522874519552
https://t.co/cvCBBovvFP,1183717423029067777
Happy Columbus Day!,1183715679096201218
The same people who got us into the Middle East mess are the people who most want to stay there!,1183709210602823680
....Kurds may be releasing some to get us involved. Easily recaptured by Turkey or European Nations from where many came but they should move quickly. Big sanctions on Turkey coming! Do people really think we should go to war with NATO Member Turkey? Never ending wars will end!,1183702529403695104
Brian Kilmeade over at @foxandfriends got it all wrong. We are not going into another war between people who have been fighting with each other for 200 years. Europe had a chance to get their ISIS prisoners but didn’t want the cost. “Let the USA pay” they said...,1183702528787189767
Former Democrat Senator Harry Reid just stated that Donald Trump is very smart much more popular than people think is underestimated and will be hard to beat in the 2020 Election. Thank you Harry I agree!,1183697555907104768
Adam Schiff now doesn’t seem to want the Whistleblower to testify. NO! Must testify to explain why he got my Ukraine conversation sooo wrong not even close. Did Schiff tell him to do that? We must determine the Whistleblower’s identity to determine WHY this was done to the USA..,1183693718500659200
....Democrat’s game was foiled when we caught Schiff fraudulently making up my Ukraine conversation when I released the exact conversation Transcript and when Ukrainian President and the Foreign Minister said there was NO PRESSURE very normal talk! A total Impeachment Scam!,1183693719914106880
“The Democrats are trashing this President &amp; in the process trashing the U.S. Constitution. Frankly the American People need to wake up to the reality that the Democrats are so drunk on power that they’re willing to destroy this Constitutional Republic.” @GrahamLedger @OANN,1183688781037297664
“Serial killers get more Due Process than the Democrats give to the President of the United States.” @marklevinshow,1183541434802196481
Somebody please explain to Chris Wallace of Fox who will never be his father (and my friend) Mike Wallace that the Phone Conversation I had with the President of Ukraine was a congenial &amp; good one. It was only Schiff’s made up version of that conversation that was bad!,1183535447919812608
The U.S. has the worst of the ISIS prisoners. Turkey and the Kurds must not let them escape. Europe should have taken them back after numerous requests. They should do it now. They will never come to or be allowed in the United States!,1183524771734183936
.@marklevinshow on @FoxNews is doing a big show tonight on the Democrat’s Impeachment Scam. 10:00 P.M. No guests just Mark. He is angry (like so many others!). At 9:00 P.M. on @FoxNews Steve Hilton is looking into the Crooked Bidens. Where’s Hunter?,1183520040647380993
“Congressman Adam Schiff who when seeing the REAL Ukraine phone call Transcript decided he’d better make up one of his own. ‘I’m going to say this only SEVEN times so you better listen good. I want you to MAKE UP DIRT ON MY POLITICAL OPPONENT UNDERSTAND LOTS OF IT AND.....,1183506863431786497
.....BY THE WAY DON’T CALL ME AGAIN I’LL CALL YOU WHEN YOU’VE DONE WHAT I’VE ASKED.’” A reminder that wasn’t just stupid it was FALSE.” @greggutfeld @GregGutfeldShow @FoxNews  I never said this. Schiff made it up and read it to Congress &amp; the American People. End Witch Hunt!,1183506864170029056
CHINA HAS ALREADY BEGUN AGRICULTURAL PURCHASES FROM OUR GREAT PATRIOT FARMERS &amp; RANCHERS!,1183500215241859073
My deal with China is that they will IMMEDIATELY start buying very large quantities of our Agricultural Product not wait until the deal is signed over the next 3 or 4 weeks. THEY HAVE ALREADY STARTED! Likewise financial services and other deal aspects start preparing....,1183499482069159941
....I agreed not to increase Tariffs from 25% to 30% on October 15th. They will remain at 25%. The relationship with China is very good. We will finish out the large Phase One part of the deal then head directly into Phase Two. The Phase One Deal can be finalized &amp; signed soon!,1183499482790612993
The Democrats are going to lose a lot of House Seats because of their Fraudulent use of Impeachment. Schiff fabricated phone call a crime. Democrat Senate Seats will also be put at risk even some that were supposedly safe. Look at Louisiana last night North Carolina last week!,1183493286708875264
Happy Birthday @USNavy! https://t.co/H0lNgAdogV,1183441191003721731
We have become a far greater Economic Power than ever before and we are using that power for WORLD PEACE!,1183390085993119749
Where’s Hunter? He has totally disappeared! Now looks like he has raided and scammed even more countries! Media is AWOL.,1183385881320853509
Dealing with @LindseyGrahamSC and many members of Congress including Democrats about imposing powerful Sanctions on Turkey. Treasury is ready to go additional legislation may be sought. There is great consensus on this. Turkey has asked that it not be done. Stay tuned!,1183376270731763714
Do you remember two years ago when Iraq was going to fight the Kurds in a different part of Syria. Many people wanted us to fight with the Kurds against Iraq who we just fought for. I said no and the Kurds left the fight twice. Now the same thing is happening with Turkey......,1183369132634456066
